,Question,Category,Source
7827,"In an early scene in “WarGames,” Matthew Broderick grabs a textbook off of what arcade game?",-,hq_arch
7828,The founders of which of these startups has more Twitter followers than Mark Zuckerbeerg?,-,hq_arch
7829,A crystal egg plays a key role in an ’80s film that had what working title?,-,hq_arch
7830,Which of these nations shares its border with the most countries?,-,hq_arch
7831,The creator of the first video game Easter egg shares his name with a lead actor in which film?,-,hq_arch
7832,"In “Dirty Dancing,” what does Patrick Swayze say right after declaring, “Nobody puts baby in a corner”?",-,hq_arch
7833,Question,-,hq_arch
7834,What is the main ingredient in ketchup?,-,hq_arch
7835,"In an old expression, “what’s good for the goose” is also good for the what?",-,hq_arch
7836,"By definition, a myopic person, is considered to be what?",-,hq_arch
7837,Which of these is the name of a piece of furniture AND a vast historical empire?,-,hq_arch
7838,"Which of these is the correct spelling of 1,000 years?",-,hq_arch
7839,Which of these is NOT one of the two measurements in a blood pressure reading?,-,hq_arch
7840,"On AFI’s list of greatest film heroes and villians, who played a character listed as both?",-,hq_arch
7841,Who was the first woman to serve as a Supreme Court Justice?,-,hq_arch
7842,Which is a title of an actual video game in the Grand Theft Auto series?,-,hq_arch
7843,In which of these places does the capital city NOT contain the name of the country?,-,hq_arch
7844,The SNL cast member with the autobiography “It’s Always Something” played what character?,-,hq_arch
7845,"When the U.N. declared 2016 “The International Year of Pulses,” it was to promote awareness of what?",-,hq_arch
7846,Question,-,hq_arch
7847,Street art that involves spraying paint on walls is known as what?,-,hq_arch
7848,"In book publishing, a novel with a soft cover is typically called what?",-,hq_arch
7849,"In arithmetic, how is a number squared?",-,hq_arch
7850,The flight recorder known as the airplane “black box” is typically what color?,-,hq_arch
7851,Which of these U.S. national parks is home to a supervolcano?,-,hq_arch
7852,The wigs worn by barristers in English courts are usually made with which kind of hair?,-,hq_arch
7853,"IN AOL Instant Messenger, what default sound played when friends appeared online?",-,hq_arch
7854,Which of these Broadway productions ran for the most shows?,-,hq_arch
7855,"In cooking, what do chefs set up before they make a meal?",-,hq_arch
7856,A famous 1945 short story is written from the point of view of which novel’s protagonist?,-,hq_arch
7857,"According to ancient lore, what, if obtained, would bring good luck to wedding guests?",-,hq_arch
7858,Which of these celebrities owns an island near the location of the doomed Fyre Festival?,-,hq_arch
7859,Question,-,hq_arch
7860,Firefighters often have which of these things attached to their trucks?,-,hq_arch
7861,The letters in the federal agency IRS stand for what?,-,hq_arch
7862,In which country do people typically answer the phone by saying “Pronto”?,-,hq_arch
7863,Legal work done without a charging fee is known as what?,-,hq_arch
7864,What is the main symptom of the genetic condition known as,-,hq_arch
7865,What did the now-defunct magazine YM,-,hq_arch
7866,“Tales from the Crypt” was originally on the same U.S. network as which show?,-,hq_arch
7867,"In the Catholic Church, which of these is considered the most powerful?",-,hq_arch
7868,What is the last spoken line in Samuel Beckett’s “Waiting for Godot”?,-,hq_arch
7869,Which of these men has been knighted by the Queen of the England?,-,hq_arch
7870,Which of these Canadian territories stretches farthest north?,-,hq_arch
7871,Which of these hit rock songs did NOT appear on a debut album?,-,hq_arch
7872,Question,-,hq_arch
7873,What type of card is typically used to make purchases at stores?,-,hq_arch
7874,What hairstyle is named for a part of an animal?,-,hq_arch
7875,Which of these is a common type of node in the human body?,-,hq_arch
7876,"In the U.S., what code can you dial to make yourphone number private?",-,hq_arch
7877,"In the U.S., a trial without a jury is known as what?",-,hq_arch
7878,"In English, the Chinese term for paparazzi literally translates to what?",-,hq_arch
7879,Which of these is NOT a “Little Critter” book title?,-,hq_arch
7880,"In the Austin Powers film, what type of cat was Mr. Bigglesworth before his cryogenic freeze?",-,hq_arch
7881,What Edgar Allan Poe poem allegedly lends its name to a U.S. Air Force facility?,-,hq_arch
7882,Which state is home to what is considered the deepest lake in the U.S.?,-,hq_arch
7883,Which of these films earned the dreaded “thumbs down” from Roger Ebert?,-,hq_arch
7884,Which of these technological breakthroughs was invented by a man?,-,hq_arch
7885,Question,-,hq_arch
7886,Trees often grow from what?,-,hq_arch
7887,A common type of hair tie covered in fabric is known as what?,-,hq_arch
7888,The word “fortnight” literally means what?,-,hq_arch
7889,“Bollywood” is a portmanteau of what city and Hollywood?,-,hq_arch
7890,In which type of exercise class would you most likely use a reformer?,-,hq_arch
7891,Which of these is an acronym used to remember the mathematical order of operations?,-,hq_arch
7892,Which of these films would be considered a “Pygmalion” story?,-,hq_arch
7893,Which of these countries built a city shaped like a First Lady’s facial profile?,-,hq_arch
7894,The payment company Square has a board member who runs what fast food chain?,-,hq_arch
7895,Amtrak trains do NOT stop in which of these places?,-,hq_arch
7896,The first U.S. hotel to offer room service is now part of what hospitality chain?,-,hq_arch
7897,The stage name “Chubby Checker” was selected in homage to the performer of what song?,-,hq_arch
7898,Question,-,hq_arch
7899,"In an old legend, what did Arthur pull out of a stone to become a king?",-,hq_arch
7900,What is the predominant keyboard layout in North America?,-,hq_arch
7901,A popular board game is titled “Chutes and” what?,-,hq_arch
7902,Neopolitan ice cream gets its name from a city in what country?,-,hq_arch
7903,What fashion brand’s logo depicts a woman famous for her fierce appearance?,-,hq_arch
7904,"By definition, a skinflint is someone who does NOT like doing what?",-,hq_arch
7905,What do camels primarily store in their humps?,-,hq_arch
7906,What author of “Chitty Chitty Bang Bang” also created what literary character?,-,hq_arch
7907,The dinosaur genus Zuul gets its name from what film franchise?,-,hq_arch
7908,In which of these would you most likely find a wet cell battery?,-,hq_arch
7909,Which of these terms is a common bicycle part?,-,hq_arch
7910,"In his first-ever video game appearance, Mario had what profession?",-,hq_arch
7911,Which of these ’80s movies earned an Oscar nomination?,-,hq_arch
7912,Which of these vice presidents served under a president carved on Mount Rushmore?,-,hq_arch
7913,Which of these was inducted into the National Toy Hall of Fame first?,-,hq_arch
7914,Which university’s marching band has a giant instrument that used to be radioactive?,-,hq_arch
7915,The element lutetium gets its name from an old name for what European city?,-,hq_arch
7916,Facebook’s first logo featured the actor who played which of these characters in a filam?,-,hq_arch
7917,"In 2017, what publication revived the first U.S. newspaper written and edited by women?",-,hq_arch
7918,Which of these major Hollywood films was shot in Toronto?,-,hq_arch
7919,Which two U.S. states’ capitals are located the farthest apart from each other?,-,hq_arch
7920,Question,-,hq_arch
7921,What was Neil Armstrong’s most famous achievement?,-,hq_arch
7922,Which of these is the most ost often worn between feet and shoes?,-,hq_arch
7923,Which of these animals is classified as an arachnid?,-,hq_arch
7924,Which of these poker hands typically beats the other two?,-,hq_arch
7925,The Greek names of the two moons of Mars literally translates to what?,-,hq_arch
7926,A 2014 online gag convinced some people to recharge their iPhones by doing what?,-,hq_arch
7927,What flavor of cream filled the first Twinkies?,-,hq_arch
7928,"In the popular Asian sport sepak takraw, players strike the ball with what?",-,hq_arch
7929,"Aside from Walt Disney, the most Oscar-nominated person in history is known for what?",-,hq_arch
7930,The luna moth lives its entire adult life without doing what?,-,hq_arch
7931,Which of these chemical elements gets its name from a mythical creature?,-,hq_arch
7932,Herman Melville dedicated “Moby-Dick” to the author of what other work?,-,hq_arch
7933,Question,-,hq_arch
7934,A unicorn typically has one of what on its head?,-,hq_arch
7935,What is glass primarily made of?,-,hq_arch
7936,Which of these is a common breed of dog?,-,hq_arch
7937,Which of these words means “in three pieces?”,-,hq_arch
7938,The cooking method “al pasto” came to Mexico from what country?,-,hq_arch
7939,Which work by Roald Dahl was adapted into a 3-act opera in 1998?,-,hq_arch
7940,The CEO of what tech company turned heads in 2013 by buying a funeral home?,-,hq_arch
7941,The capital of which state is also the French form of the name Peter?,-,hq_arch
7942,Which of these courtroom TV shows debuted in the 1950s?,-,hq_arch
7943,The mockingbird is NOT the state bird of which of these states?,-,hq_arch
7944,A photo of Meryl Streep yelling through her hands was taken at what 2015 awards show?,-,hq_arch
7945,Which of these events typically occurs on the Tuesday after Easter in Tobago?,-,hq_arch
7946,Question,-,hq_arch
7947,Which of these activities is considered a form of aerobic exercise?,-,hq_arch
7948,"In “Mister Rogers’ Neighborhood,” what was Mr. Rogers’ first name?",-,hq_arch
7949,What type of appliance is typically used to brown slices of bread?,-,hq_arch
7950,What is the official name of the large structure in the center of Chicago’s Millennium Park?,-,hq_arch
7951,Which of these is a distinctly Tibetan form of greeting?,-,hq_arch
7952,What did Darwin consider “one of the most wonderful” plants in the world?,-,hq_arch
7953,Which of these legendary pieces of furniture was designed by a married couple?,-,hq_arch
7954,The composer for the “South Park” movie also provided music for which film?,-,hq_arch
7955,Which of these was NOT invented by the same company as the other tow?,-,hq_arch
7956,Which sauce did chef Marie-Antoine Careme’s name as one of his original “mothers”?,-,hq_arch
